Model Name,Girder Type,Nb,L,S,w_oh,ts_U,ts_O,fc_deck,fc_girder,rail_left,rail_right,b_rail_left,b_rail_right,o_rail_left,o_rail_right,q_rail_left,q_rail_right,G1 - max_axial,G1 - max_shear,G1 - max_lat_shear,G1 - max_torsion,G1 - max_bm,G1 - max_lat_bm,G2 - max_axial,G2 - max_shear,G2 - max_lat_shear,G2 - max_torsion,G2 - max_bm,G2 - max_lat_bm,G3 - max_axial,G3 - max_shear,G3 - max_lat_shear,G3 - max_torsion,G3 - max_bm,G3 - max_lat_bm,G4 - max_axial,G4 - max_shear,G4 - max_lat_shear,G4 - max_torsion,G4 - max_bm,G4 - max_lat_bm,G1-A1-X,G2-A1-X,G3-A1-X,G4-A1-X,G1-A2-X,G2-A2-X,G3-A2-X,G4-A2-X,G1-A1-Y,G2-A1-Y,G3-A1-Y,G4-A1-Y,G1-A2-Y,G2-A2-Y,G3-A2-Y,G4-A2-Y,G1-A1-Z,G2-A1-Z,G3-A1-Z,G4-A1-Z,G1-A2-Z,G2-A2-Z,G3-A2-Z,G4-A2-Z
Tx28-L_80-Nb_4-S_60-O_20-ts_85,Tx28,4,960,72,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15116.32422,19392.33398,4795.270508,747310.9375,3849100.5,432239.75,-455.7915344,9398.478516,1251.328125,648296.25,2836552,15963.07031,-63.4045105,5121.749023,3266.528564,465889.4688,1695465.25,14630.66406,7801.141113,2221.503418,2705.272949,343933.375,772034.4375,6426.375,0,0,0,0,0,0,0,0,34763.42578,3163.479004,6557.67041,-4484.54541,34763.42578,3163.479004,6557.670898,-4484.54541,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_60-O_20-ts_100,Tx28,4,960,72,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13250.52539,18929.32813,4505.919434,730427.5,3704393.5,450694.2188,-387.7668457,9423.294922,1106.677368,654735.4375,2812925,14649.01563,-37.75346375,5317.820801,2901.908691,489701.3125,1767062.875,13694.375,6692.744629,2177.525391,2534.624023,372870.0313,872351.125,6145.378418,0,0,0,0,0,0,0,0,35180.92578,3152.108887,7138.363281,-5471.36377,35180.92578,3152.108887,7138.363281,-5471.36377,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_60-O_25-ts_85,Tx28,4,960,72,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13354.48535,20270.61914,3239.16748,759941.9375,4016201,68339.53906,-478.3163757,9454.333008,1429.641479,671244.1875,2806052,16314.48047,31.37913322,4873.08252,2576.370117,475045,1632984.5,14598.6875,4826.14502,1920.872681,2228.136475,358536.6875,711238.6875,6189.9375,0,0,0,0,0,0,0,0,36763.39844,1615.263428,6540.382813,-4919.014648,36763.39453,1615.263428,6540.383789,-4919.014648,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_60-O_25-ts_100,Tx28,4,960,72,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11141.39844,19746.4668,2928.286865,739667.4375,3857905,95034.55469,-406.6325684,9511.870117,1191.57312,679588.9375,2784960.5,14991.94531,72.39668274,5072.681152,2186.678711,500936.625,1709259,13700.375,3618.911621,1887.853516,1983.509033,393008.8125,817062.375,6022.03125,0,0,0,0,0,0,0,0,37195.11719,1600.966187,7175.817871,-5971.871094,37195.11719,1600.966309,7175.818359,-5971.871094,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_60-O_30-ts_85,Tx28,4,960,72,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12231.75391,21168.83203,1555.881348,767771.625,4176718,5102.535645,-503.7688599,9512.191406,1718.837646,695110.125,2778108.25,16600.56836,109.2857666,4626.879883,1837.090088,484498.5938,1573120,14550.375,2374.315918,1607.26062,1758.911133,371960.1875,646918.9375,5745,0,0,0,0,0,0,0,0,38759.87109,73.18579102,6520.482422,-5353.510742,38759.87109,73.18579102,6520.482422,-5353.510742,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_60-O_30-ts_100,Tx28,4,960,72,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,9712.741211,20581.33789,1242.791016,746276.0625,4004569.5,5012.287598,-427.9868469,9600.945313,1406.051758,705659.25,2759811.5,15285.0625,165.7349548,4830.523438,1433.143555,512547.125,1653978.875,13701.40625,1304.817749,1585.22583,1434.901611,411688.3438,757677.75,5686.03125,0,0,0,0,0,0,0,0,39200.85547,66.83544922,7202.43457,-6470.094238,39200.85547,66.83544922,7202.43457,-6470.095215,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_60-O_35-ts_85,Tx28,4,960,72,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11980.33984,22038.61914,1598.359131,777104.5625,4330948.5,2344.5625,-438.1273804,9571.832031,2370.405762,721944.625,2752515,16862.73828,175.866394,4384.390137,1057.69751,494257.3438,1515708.625,14501.4375,618.6240845,1307.211548,1363.946167,383983.6875,580215.3125,5191.87793,0,0,0,0,0,0,0,0,40754.42969,-1468.35376,6502.246582,-5788.294434,40754.42969,-1468.35376,6502.246582,-5788.293457,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_60-O_35-ts_100,Tx28,4,960,72,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,9339.958984,21390.04688,1657.616089,757180.9375,4144540.75,2583.0625,1411.227661,9691.19043,1928.230835,732680.875,2737114.75,15562.5,249.2041779,4593.080566,977.0005493,524422.4375,1601170,13708.96582,264.497345,1296.95105,953.7866821,428875.0313,695716.25,5246.5,0,0,0,0,0,0,0,0,41203.84375,-1464.763916,7228.878418,-6967.925293,41203.84375,-1464.763916,7228.878418,-6967.925293,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_15-ts_85,Tx28,4,960,84,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,21982.73828,20317.5625,8674.236328,796930.125,4027641.5,1169756.25,-432.0350952,9151.152344,1532.84436,647480.125,2970880.25,12151.4375,-150.5522308,4730.614746,5496.46582,429319.625,1579893.75,11737.625,15179.76563,1672.941162,3905.027832,287748.8125,534287.3125,5513.020508,0,0,0,0,0,0,0,0,32973.88281,5332.00293,5160.190918,-3466.046387,32973.88281,5332.00293,5160.190918,-3466.046387,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_15-ts_100,Tx28,4,960,84,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,19760.19922,19820.45898,8286.9375,783404.9375,3866731.75,1172928.375,-369.1396179,9251.443359,1395.580078,653290.9375,2946128.5,10772.125,-117.352829,5036.442871,5024.477051,462373.0938,1667360.75,10735.82813,13567.29883,1636.723999,3699.856445,317300.125,637715,5241.1875,0,0,0,0,0,0,0,0,33358.37891,5224.619141,5799.562988,-4382.527832,33358.37891,5224.619141,5799.562988,-4382.527832,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_20-ts_85,Tx28,4,960,84,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,20133.08594,21223.45703,7296.32666,817676.375,4199538,837673.3125,-441.2956238,9117.573242,1573.78418,665565.0625,2933278.5,12425.9375,-141.4318085,4518.438477,4858.354492,432023.3125,1518047,11652.875,12703.4502,1445.177734,3536.239502,300007.6875,484548.9375,5452.75,0,0,0,0,0,0,0,0,34808.71875,3816.035645,5171.650879,-3796.375,34808.71875,3816.035645,5171.650879,-3796.375,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_20-ts_100,Tx28,4,960,84,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17506.93164,20657.75391,6861.293945,801059.125,4023315.25,843749.8125,-378.6864929,9269.894531,1382.716797,670983.125,2912866.25,11022.41406,-25.60987854,4835.526855,4341.968262,466841.8125,1611302.875,10676.375,10809.37305,1426.659912,3257.836914,336150.9063,592939.5625,5259,0,0,0,0,0,0,0,0,35236.19531,3638.106201,5904.71875,-4778.989258,35236.19531,3638.106201,5904.71875,-4778.989258,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_25-ts_85,Tx28,4,960,84,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,18785.95313,22127.50391,5720.498047,827734.5,4370755,450715.2813,-455.9172668,9075.557617,1702.561035,685632.4375,2898914,12582.44531,-117.6169205,4290.088379,4165.439941,436129.5,1456530.125,11553.125,10161.91406,1196.774902,3204.681152,308067.3125,426690.2188,5173.0625,0,0,0,0,0,0,0,0,36598.70703,2407.909668,5105.234863,-4111.82373,36598.70703,2407.909912,5105.234375,-4111.824219,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_25-ts_100,Tx28,4,960,84,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15754.43945,21503.42773,5261.242676,807117.75,4179850.5,466563.75,-392.9831543,9274.797852,1447.566162,691117.0625,2883728.75,11176.88672,20.46697044,4616.706055,3614.994629,473228.4688,1555046,10618.25,8017.114258,1185.398804,2844.52832,349651.25,538203,5036.375,0,0,0,0,0,0,0,0,37049.73047,2204.24292,5897.888672,-5151.833984,37049.73047,2204.24292,5897.888672,-5151.833984,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_30-ts_85,Tx28,4,960,84,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17867.13086,23049.625,4024.955566,834922.75,4535845.5,19568.84375,-473.0554504,9034.842773,2031.187378,706733.875,2866758,12683.15234,-98.20711517,4063.772461,3426.743164,440652.5625,1397031.75,11440.41406,7552.558105,938.1089478,2890.885498,314952.625,366586.3125,4716.375,0,0,0,0,0,0,0,0,38385.875,1004.380981,5036.37207,-4426.599121,38385.875,1004.380981,5036.371582,-4426.599121,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_30-ts_100,Tx28,4,960,84,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14428.21875,22365.14844,3561.170898,816019.1875,4330176,44609.08203,-409.4150696,9279.821289,1633.455566,712341.375,2857006.75,11287.94531,59.84474945,4399.679688,2851.992676,480075.75,1500684.625,10555.25,5254.535645,933.3809204,2444.455078,361671.3125,480574.9063,4620.366211,0,0,0,0,0,0,0,0,38856.41016,784.5286865,5881.165527,-5522.074707,38856.41406,784.5286865,5881.165527,-5522.074707,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_35-ts_85,Tx28,4,960,84,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17346.85742,23941.88086,2265.261719,844122.1875,4695035.5,3762.039551,-490.8554077,8995.397461,2577.607666,728853.4375,2836699.5,12769.11719,-82.8585434,3840.662109,2652.172363,445580.125,1339458.25,11328.85547,5017.317383,692.2194214,2590.834717,320478.0313,305061.8438,4168.9375,0,0,0,0,0,0,0,0,40171.52734,-399.2559814,4968.694336,-4740.9375,40171.52734,-399.2559814,4968.693848,-4740.9375,0,0,0,0,0,0,0,0
Tx28-L_80-Nb_4-S_70-O_35-ts_100,Tx28,4,960,84,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13534.7627,23199.55273,1812.685425,823661.875,4474311.5,3827.125,-426.3301086,9285.616211,2083.02832,734544.375,2832447,11390.44141,96.56149292,4186.463867,2061.875244,487278.625,1448245,10498.34375,2860.997559,695.1478882,2055.053467,372192.5625,421261.6563,4108.46875,0,0,0,0,0,0,0,0,40661.11328,-633.6315918,5863.792969,-5891.245117,40661.11328,-633.6315918,5863.792969,-5891.245117,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_15-ts_85,Tx34,4,540,72,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11191.96973,15129.14551,3887.300537,282843.625,1770994.25,230214.25,-190.8445587,4119.320313,1056.222534,180118.9844,892732.5625,1145.611328,-37.81692886,710.9918823,2822.392334,49155.01563,209062.125,1865.15625,7329.180664,219.7561035,1798.129883,19213.07813,962.5791016,1247.9375,0,0,0,0,0,0,0,0,20920.0625,2024.564209,441.8581238,-886.4659424,20920.0625,2024.564209,441.8581238,-886.4660034,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_15-ts_100,Tx34,4,540,72,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,9663.525391,14672.50586,3657.133057,280757.5625,1704958.875,242555.5938,-161.9754486,4413.983887,856.8294067,188304.9219,914526.6875,1244.664063,-32.54728699,972.0861816,2567.464111,67146.98438,246861.0938,1825.5625,6246.702148,353.5486755,1581.281738,31264.41406,2066.916504,917.7851563,0,0,0,0,0,0,0,0,20784.99219,2267.390869,679.7404785,-1232.105957,20784.99219,2267.390625,679.7404785,-1232.105957,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_20-ts_85,Tx34,4,540,72,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11882.16016,16106.99219,3288.729004,290684.0938,1872960,104120.5625,-207.3123322,3785.878418,1312.324097,189114.75,845882.4375,1159.572266,-35.57183075,528.6383667,2570.032715,44501.28906,175302.2969,1783.394531,7190.753906,304.407196,1873.629639,16101.57813,812.7475586,874.8417969,0,0,0,0,0,0,0,0,22463.41992,585.3383789,386.7835388,-935.5233154,22463.41992,585.3383789,386.7835999,-935.5233154,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_20-ts_100,Tx34,4,540,72,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,10034.47559,15588.66992,2999.539551,285770.5313,1799332.75,117727.6094,-175.0195313,4105.029297,1079.291626,198194.375,876764.8125,1288.049805,-31.90718079,777.3046875,2251.71875,63496.625,214289.2031,1750.25,5951.582031,461.1973267,1621.877075,28745.78906,1880.09375,801.9892578,0,0,0,0,0,0,0,0,22305.88672,897.8637695,598.2542114,-1301.987793,22305.88672,897.8637695,598.2541504,-1301.987793,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_25-ts_85,Tx34,4,540,72,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12778.75293,17085.87305,2579.564941,292835.5625,1974516,-189.6777344,-227.7099304,3565.501953,1697.579468,198919.3906,799431.6875,1092.328125,-33.64862823,338.743866,2284.176758,40556.40625,141584.7969,1684.765625,6979.026855,390.3739929,1961.644775,12320.00781,663.203125,737.1738281,0,0,0,0,0,0,0,0,23994.33008,-826.3520508,313.3178711,-981.2758179,23994.33008,-826.3520508,313.3178406,-981.2758179,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_25-ts_100,Tx34,4,540,72,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,10620.92383,16507.30859,2245.1521,284964.5313,1893313.75,241.125,-191.7041321,3953.462891,1405.618652,208886.1875,839702.375,1257.300781,-31.5424366,572.6436768,1909.198364,60279.46094,181669.5156,1661.21875,5595.47998,571.743042,1676.545776,25256.25,1691.032227,635.234375,0,0,0,0,0,0,0,0,23806.96875,-428.8332214,489.0737915,-1367.193115,23806.96875,-428.8332214,489.0737915,-1367.193115,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_30-ts_85,Tx34,4,540,72,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13842.4043,18068.89258,1790.641846,291228.0625,2073979.25,-2295.227051,-250.0164032,3346.544922,2164.530762,209509.9688,754197.875,990.875,-31.71278572,223.5082855,1971.688721,37038.39063,108322.4453,1577.626953,6696.802734,476.5252991,2055.236328,8188.523438,518.6875,569.6875,0,0,0,0,0,0,0,0,25523.76172,-2236.537598,239.1295929,-1026.33728,25523.76367,-2236.537598,239.1295929,-1026.33728,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_30-ts_100,Tx34,4,540,72,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11379.40918,17429.00391,1423.882813,280626.9063,1984929.125,-1837.15625,-210.1103973,3810.213623,1831.991455,220336.2188,803999.1875,1197.328125,-31.1026001,368.3978577,1545.866577,57656.07422,149540.4531,1566.959961,5182.123535,682.6254272,1739.226807,21209.39063,1505.472656,432.3212891,0,0,0,0,0,0,0,0,25305.19141,-1750.997437,377.153595,-1431.328735,25305.19141,-1750.997437,377.153656,-1431.328735,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_35-ts_85,Tx34,4,540,72,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15061.9873,19040.4707,949.4956055,286028.4375,2171471.75,-4354.911133,-273.0670471,3195.018311,2774.989258,220797.0625,710314.0625,877.5996094,-29.70646286,437.6339722,1678.73645,33896.79688,75460.03125,1467.325195,6358.054199,560.7893066,2151.604004,4309.304688,378.5966797,386.09375,0,0,0,0,0,0,0,0,27051.24219,-3645.349854,164.9218445,-1070.797241,27051.24219,-3645.349365,164.921814,-1070.797241,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_60-O_35-ts_100,Tx34,4,540,72,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12294.32813,18339.50391,573.604248,272987.0625,2074272,-3871.671875,-229.1723022,3668.562256,2404.742676,232450.4844,769757.5625,1128.3125,-30.55334091,272.3123169,1248.250488,55709.0625,117882.3516,1472.500977,4724.453125,791.2626953,1807.595337,16656.40625,1324.828125,210.890625,0,0,0,0,0,0,0,0,26801.33594,-3071.290283,264.7311401,-1494.758179,26801.33594,-3071.290283,264.7311401,-1494.758179,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_15-ts_85,Tx34,4,540,84,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12901.56738,16032.07031,5396.470703,315883.1875,1906704.375,383733,-152.4785461,3610.959717,1206.92041,163825.5156,849819.125,-514.0136719,-31.4053421,260.881073,3883.191406,21998.31445,131620.3125,1113.0625,8845.505859,202.5744476,2207.160645,6207.265625,259.078125,3998.734375,0,0,0,0,0,0,0,0,21211.74219,1887.327026,-26.80895996,-572.2425537,21211.74219,1887.327026,-26.80895996,-572.2425537,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_15-ts_100,Tx34,4,540,84,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11289.62305,15587.43652,5113.559082,315585.1875,1837251.25,394685.9688,-134.9615021,3951.770996,1001.477539,174402.4219,881624.9375,-391.671875,-14.86964703,502.8913574,3570.968994,38910.51172,168485.25,861.4638672,7757.624512,350.521759,1950.689331,15488.82031,1069.546875,3124.4375,0,0,0,0,0,0,0,0,21098.67383,2091.987549,171.7133636,-862.3556519,21098.67383,2091.987549,171.7133636,-862.3555908,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_20-ts_85,Tx34,4,540,84,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13722.47754,16975.58203,4807.675781,322747.0938,2008882.875,251671.1094,-165.3838501,3215.244385,1485.733643,170431,791407.5625,-632.7460938,-29.33135605,138.6068878,3637.581543,17058.28711,101855.75,1103.706055,8792.25,242.1085052,2315.799316,4803.960938,149.6506348,3248.875,0,0,0,0,0,0,0,0,22597.73633,537.3795166,-47.2644043,-587.835022,22597.73633,537.3795166,-47.26446533,-587.835022,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_20-ts_100,Tx34,4,540,84,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11804.06152,16480.62109,4461.792969,319361.2813,1931882.625,263645.3438,-144.1961212,3599.261475,1222.142334,182845.75,834035.5,-486.0625,-15.20960903,348.1752625,3265.217529,34372.32813,138214.875,853.25,7595.535156,408.1452332,2034.549927,12725.07813,906.5612793,2153.25,0,0,0,0,0,0,0,0,22478.65234,788.4724121,122.8165741,-889.9266357,22478.65234,788.4724121,122.8165741,-889.9266357,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_25-ts_85,Tx34,4,540,84,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14727.2627,17920.05859,4113.138672,324093.875,2110894.25,93403.53906,-181.3968658,2885.520264,1841.88269,177667.6875,733136.9375,-822.21875,-27.34680176,219.3346405,3398.42749,12640.89355,71887.84375,1082.208008,8677.253906,281.5863953,2431.110352,7522.316406,41.96948242,2292.5625,0,0,0,0,0,0,0,0,23975.91211,-794.5906982,-80.24478149,-601.0587769,23975.91211,-794.5906982,-80.24472046,-601.0587769,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_25-ts_100,Tx34,4,540,84,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12512.03027,17376.09766,3718.486084,317504.8125,2026435,109077.6094,-156.3911133,3354.025391,1546.731812,191955.8594,786751.625,-646.0224609,-15.49950695,207.5883026,2962.208252,30139.75391,107631.7266,831.6464844,7383.151367,466.7016907,2127.476318,9380.390625,743.5019531,888.6875,0,0,0,0,0,0,0,0,23844.82031,-484.542511,53.89572144,-914.1549072,23844.82031,-484.542511,53.8956604,-914.1549072,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_30-ts_85,Tx34,4,540,84,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15880.7627,18868.23633,3342.762939,321682.1875,2211139.5,-1053.459961,-198.8667145,2614.541504,2311.558105,186091.75,676044.625,-1041.074219,-25.2545433,417.1982422,3138.751221,10174.08984,42130.73438,1053.585938,8501.916016,320.7449341,2546.338867,10429.28125,-60.32495117,1169.875,0,0,0,0,0,0,0,0,25352.80273,-2125.263184,-113.7867203,-613.7332764,25352.80273,-2125.263184,-113.7867203,-613.7332764,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_30-ts_100,Tx34,4,540,84,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13373.17383,18274.39844,2912.365967,312100.9375,2118990.5,-705.7236328,-169.904068,3109.606201,1962.754395,201738.6406,740748.25,-831.5751953,-15.57465458,237.0390015,2644.162354,26338.59375,77287.98438,804.3125,7121.116699,525.0578003,2223.2229,6188.265625,585.46875,534.328125,0,0,0,0,0,0,0,0,25208.67578,-1753.994751,-17.04277039,-937.619751,25208.67578,-1753.994751,-17.0428009,-937.619751,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_35-ts_85,Tx34,4,540,84,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17175.19336,19805.54883,2523.934082,315638.5938,2309711.75,-2999.670898,-216.8668518,2407.520508,2882.313965,195160.0625,620277.625,-1268.880859,-23.01192284,614.2990112,2866.7146,7788.611328,12559.95313,1021.40625,8279.233398,358.4808044,2658.835938,13593.41406,-157.9831543,602.78125,0,0,0,0,0,0,0,0,26727.89648,-3454.456787,-147.4750214,-625.9459229,26727.89648,-3454.456787,-147.4750214,-625.9459229,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_70-O_35-ts_100,Tx34,4,540,84,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14375.3584,19162.06055,2069.150391,303327.7188,2209602.25,-2673.289551,-183.8681793,2942.131348,2495.324219,212097.3906,696161.75,-1024.003906,-15.41853714,438.6517639,2318.416504,23123.83594,47194.45313,774.84375,6821.1875,581.7647705,2319.455078,4194.4375,432.953125,395.6660156,0,0,0,0,0,0,0,0,26570.63477,-3021.584717,-88.42433929,-960.6072998,26570.63477,-3021.584717,-88.42433929,-960.6072998,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_15-ts_85,Tx34,4,540,96,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13875.41406,16703.76172,6822.152832,349311.8438,2022416.75,550789.9375,-144.0981445,3146.925537,1252.382446,148255.1875,793216.5,-1664.916992,-11.24354362,39.26321411,4929.236328,10542.38867,71523.42969,479.6875,9541.493164,151.6525421,2479.274902,13771.5332,-89.60913086,5759.140625,0,0,0,0,0,0,0,0,21453.59766,1710.24939,-305.7955933,-358.0347595,21453.59766,1710.24939,-305.7955933,-358.0347595,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_15-ts_100,Tx34,4,540,96,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12305.41113,16284.28906,6510.391113,350867.5625,1951624.5,560189.5,-124.6597443,3513.970215,1043.962769,160297.9063,833885,-1505.888672,-21.95698166,170.9879303,4582.59082,19590.9082,104559.9531,449.8203125,8575.529297,292.8230286,2216.484375,6566.085938,453.7155762,4967.9375,0,0,0,0,0,0,0,0,21356.42188,1903.488525,-168.9863281,-590.9036865,21356.42188,1903.488525,-168.9863281,-590.9036865,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_20-ts_85,Tx34,4,540,96,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14737.86523,17601.87891,6230.122559,355409.0625,2123718.25,413420.5625,-155.8063202,2696.020508,1490.030151,153291.9219,725237.3125,-1795.618164,-9.724622726,186.8880005,4702.151367,8083.261719,46885.28516,539.1875,9479.152344,166.5600128,2589.782715,15589.88281,-158.7954102,5160.75,0,0,0,0,0,0,0,0,22706.65234,444.4954224,-292.2879333,-358.8425903,22706.65234,444.4953613,-292.2879333,-358.8425903,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_20-ts_100,Tx34,4,540,96,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12893.35156,17143.14258,5855.994141,353595.875,2045772.125,423605.375,-133.9582977,3119.4021,1262.50647,166861.5313,777577.25,-1618.436523,-21.45893288,103.3260117,4284.509277,16943.56641,77759.90625,488.9375,8454.197266,319.5678711,2315.122803,6187.515625,330.2421875,4181.375,0,0,0,0,0,0,0,0,22614.94531,668.3861084,-186.7487793,-596.5649414,22614.94531,668.3861084,-186.7487793,-596.5649414,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_25-ts_85,Tx34,4,540,96,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15767.41602,18501.18164,5546.362793,356218.5,2224973.5,249806.7969,-169.9511414,2287.620117,1813.956421,158891.5,657262.375,-1987.773438,-8.146411896,341.307312,4450.534668,11781.61719,21929.80469,588.7832031,9366.057617,180.8260803,2706.795898,17565.13672,-226.1132813,4495.0625,0,0,0,0,0,0,0,0,23954.98438,-809.6178589,-287.47995,-357.8690796,23954.98438,-809.6178589,-287.47995,-357.8690796,0,0,0,0,0,0,0,0
