Model Name,Girder Type,Nb,L,S,w_oh,ts_U,ts_O,fc_deck,fc_girder,rail_left,rail_right,b_rail_left,b_rail_right,o_rail_left,o_rail_right,q_rail_left,q_rail_right,G1 - max_axial,G1 - max_shear,G1 - max_lat_shear,G1 - max_torsion,G1 - max_bm,G1 - max_lat_bm,G2 - max_axial,G2 - max_shear,G2 - max_lat_shear,G2 - max_torsion,G2 - max_bm,G2 - max_lat_bm,G3 - max_axial,G3 - max_shear,G3 - max_lat_shear,G3 - max_torsion,G3 - max_bm,G3 - max_lat_bm,G4 - max_axial,G4 - max_shear,G4 - max_lat_shear,G4 - max_torsion,G4 - max_bm,G4 - max_lat_bm,G1-A1-X,G2-A1-X,G3-A1-X,G4-A1-X,G1-A2-X,G2-A2-X,G3-A2-X,G4-A2-X,G1-A1-Y,G2-A1-Y,G3-A1-Y,G4-A1-Y,G1-A2-Y,G2-A2-Y,G3-A2-Y,G4-A2-Y,G1-A1-Z,G2-A1-Z,G3-A1-Z,G4-A1-Z,G1-A2-Z,G2-A2-Z,G3-A2-Z,G4-A2-Z
Tx34-L_45-Nb_4-S_80-O_25-ts_100,Tx34,4,540,96,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13657.87402,18004.58203,5116.557617,350928.9063,2140038.25,263480.2813,-145.6139221,2795.533691,1532.877441,173929.3906,721314.875,-1789.704102,-20.88177681,219.1585693,3969.781738,14420.22852,50503.97656,518.9580078,8292.670898,346.2096558,2417.580566,8589.59375,207.5332031,3272.6875,0,0,0,0,0,0,0,0,23864.04883,-545.217041,-219.0709229,-599.742981,23864.04883,-545.2171631,-219.0709229,-599.743042,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_30-ts_85,Tx34,4,540,96,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16934.07227,19404.00391,4832.083984,353351,2324689.75,61931.73438,-185.2112732,1993.259399,2246.496582,165151.9063,590441.125,-2205.140625,-6.400408745,495.4179993,4178.224121,15966.64063,935.3945313,631.4990234,9203.831055,194.5964203,2820.381348,19503.54297,-288.9355469,3773,0,0,0,0,0,0,0,0,25202.16797,-2062.473633,-283.2323608,-356.4468079,25202.16992,-2062.473633,-283.2323608,-356.4468079,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_30-ts_100,Tx34,4,540,96,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14562.95313,18868.81445,4335.545898,344766.4063,2232587,81786.28125,-158.2720032,2513.553223,1939.362427,181620.6406,666271.8125,-1983.3125,-20.11852455,391.2009583,3640.430664,11979.56836,23328.75,543.6875,8090.501953,372.4316406,2519.337158,11071.97656,89.625,2268.875,0,0,0,0,0,0,0,0,25111.24609,-1755.870972,-252.987854,-602.3688965,25111.24609,-1755.870972,-252.987854,-602.3688965,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_35-ts_85,Tx34,4,540,96,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,18232.5293,20296.61133,4058.258545,346893.1563,2422940,-1706.1875,-200.8612671,1707.354004,2763.714111,172023.75,524923.6875,-2429.544922,-4.452097893,649.2053223,3893.088379,19915.29688,665.680481,669.6679688,9004.389648,207.296051,2926.111328,21382.96484,-347.9468994,3034.5,0,0,0,0,0,0,0,0,26447.70117,-3313.720459,-279.3096313,-354.6512146,26447.70117,-3313.720459,-279.3096313,-354.6512451,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_80-O_35-ts_100,Tx34,4,540,96,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15599.09961,19723.03516,3536.675781,335236.5625,2323444.5,-1325.388672,-171.2417297,2303.802246,2414.90625,189892,612604.25,-2182.078125,-19.15615082,562.4992065,3305.978027,9611.931641,1156.076172,565.5,7858.308105,397.4566345,2616.502441,13607.10938,-23.4140625,1224.125,0,0,0,0,0,0,0,0,26356.68359,-2964.598877,-287.3967896,-604.666748,26356.68359,-2964.598877,-287.3967896,-604.666748,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_15-ts_85,Tx34,4,540,108,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14157.61621,17213.12695,8147.472168,383072.3438,2122377,726327.375,-131.3642426,2729.27417,1102.024658,131191.3594,729498.625,-2460.171875,-3.091573477,218.3866119,5772.741211,19516.04688,26448.60938,178.25,9556.441406,101.6157913,2652.727539,20634.40625,-253.8331299,8041.0625,0,0,0,0,0,0,0,0,21655.27734,1513.166138,-452.019165,-216.4064941,21655.27734,1513.166138,-452.019165,-216.4064636,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_15-ts_100,Tx34,4,540,108,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12708.06738,16823.13477,7796.781738,386521.8125,2051504.25,734274.25,-114.4987869,3113.14502,1178.990723,145994.3438,777484.875,-2331.716797,-4.389671803,77.91561127,5419.879883,13369.19727,54294.20313,4.860351563,8776.387695,224.3999176,2407.077637,12727.19531,-13.14453125,7012.65625,0,0,0,0,0,0,0,0,21570.23828,1704.136108,-377.9886475,-396.3671265,21570.23828,1704.136108,-377.9886475,-396.3671265,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_20-ts_85,Tx34,4,540,108,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15004.09473,18062.32422,7601.203613,388641.3125,2221844.25,583802.5,-140.9844818,2239.253662,1317.582886,134759.9375,654233.0625,-2587.671875,-1.228780389,275.022522,5560.81543,23708.40625,7362.175781,279.4208984,9441.258789,104.9894562,2754.897949,21670.75,-289.0234375,6534.6875,0,0,0,0,0,0,0,0,22795.84375,323.5388794,-406.5726929,-212.790802,22795.84375,323.5388184,-406.5726929,-212.7907867,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_20-ts_100,Tx34,4,540,108,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13319.95801,17643.16406,7172.5625,388430,2144477,592395.875,-122.4870377,2682.949951,1118.578857,151384.5,713969,-2452.25,-4.153896332,182.1183319,5138.287109,10885.9707,31680.52344,89.4375,8642.806641,233.8705139,2505.815674,14211.625,-80.7734375,5399.765625,0,0,0,0,0,0,0,0,22724.74219,533.12854,-365.3690796,-392.4820557,22724.74219,533.12854,-365.3690796,-392.4820557,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_25-ts_85,Tx34,4,540,108,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16005.77148,18912.86914,6953.183105,389178.9375,2321294,415220.0625,-152.5050964,1806.256958,1604.919556,138827.7031,578921.3125,-2768.123047,0.732950211,381.1627197,5330.275391,27681.28125,839.0524902,372.9375,9285.875977,107.5263367,2853.916504,22744.85938,-322.6611328,5644.8125,0,0,0,0,0,0,0,0,23933.70508,-858.6002808,-367.2904968,-207.7982483,23933.70508,-858.6002808,-367.2904968,-207.7982483,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_25-ts_100,Tx34,4,540,108,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14095.70215,18466.07422,6480.827637,385200.0625,2237667.5,427137.6563,-132.3370209,2301.06958,1392.094238,157186.4375,650345.75,-2623.880859,-3.74576807,319.6179504,4845.924316,11798.36719,8563.390625,165.6875,8478.420898,242.7192841,2603.502441,15873.00781,-146.546875,4714.65625,0,0,0,0,0,0,0,0,23872.91797,-622.7177124,-363.508667,-386.6730347,23872.91797,-622.7177124,-363.508667,-386.6730347,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_30-ts_85,Tx34,4,540,108,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17137.71094,19766.83398,6226.614258,386173.0625,2419351,222530.0625,-164.8715363,1461.879639,1963.310303,143508.1875,504749.3438,-2970.010742,2.851103067,491.6345215,5084.392578,31428.46875,565.484375,459.875,9092.770508,109.5330582,2944.568115,23728.75,-352.9620361,5122.5625,0,0,0,0,0,0,0,0,25070.53906,-2039.488525,-328.5997009,-202.4321594,25070.53906,-2039.488525,-328.5997009,-202.4321442,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_30-ts_100,Tx34,4,540,108,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15003.98633,19291.79492,5722.592773,378571.875,2329342.25,240385.8438,-142.9396057,2006.571045,1708.485352,163555.0156,587896.1875,-2814.579102,-3.131121159,456.8892212,4544.03418,15693.07813,1239.183594,236.0175781,8282.926758,251.0693512,2694.942871,17521.19531,-208.0073242,4015.4375,0,0,0,0,0,0,0,0,25019.49023,-1776.029053,-362.9946899,-380.4447327,25019.49023,-1776.029053,-362.9946899,-380.4447327,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_35-ts_85,Tx34,4,540,108,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,18396.23047,20611.17969,5444.045898,379671.2188,2516079.5,7705.765625,-177.5166931,1163.414429,2457.677734,148746.1875,431862.3125,-3177.171875,5.152815342,602.1047974,4830.410645,35004.28125,290.75,541.9375,8872.616211,110.7209854,3024.937988,24605.93945,-380.4915161,4621.625,0,0,0,0,0,0,0,0,26205.83789,-3218.689209,-290.3780823,-196.7535248,26205.83984,-3218.689209,-290.3781128,-196.7535248,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_90-O_35-ts_100,Tx34,4,540,108,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16037.20313,20108.08984,4918.778809,368626.7188,2419512.75,34132.41406,-153.7472687,1738.048706,2179.218994,170446.0156,526783.5,-3008.880859,-2.30200696,593.8374634,4238.807129,19437.75,982.296875,302.34375,8065.770996,258.5341797,2778.509033,19135.21875,-265.4373779,3333.125,0,0,0,0,0,0,0,0,26164.41602,-2927.369629,-363.0527344,-373.974762,26164.41602,-2927.369629,-363.0527344,-373.974762,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_15-ts_85,Tx34,4,540,120,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13861.51465,17607.02539,9444.492188,417003.6875,2209717,906557.625,-117.3758392,2358.192383,1668.669189,113880.1406,663546.375,-3031.912109,5.304888725,313.7400208,6386.243652,31264.65625,1067.559814,28.0625,9073.375,62.14004898,2690.30957,23886.57227,-321.1875,10325.375,0,0,0,0,0,0,0,0,21823.75391,1312.495239,-511.6865234,-124.5455399,21823.75586,1312.495239,-511.6865234,-124.5455246,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_15-ts_100,Tx34,4,540,120,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12571.4248,17246.9707,9074.331055,422417.8125,2139613,913212.625,-120.443924,2748.540771,1774.980103,130867.2344,717239.0625,-2819.167969,-4.296285152,226.9513092,6045.551758,17364.78906,15893.04492,-89.33105469,8491.172852,163.0459595,2477.705811,17627.63672,-111.0742188,9582.15625,0,0,0,0,0,0,0,0,21749.40039,1502.49585,-491.7784424,-260.0982361,21749.40039,1502.49585,-491.7784424,-260.0982361,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_20-ts_85,Tx34,4,540,120,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14661.6582,18407.11133,8867.408203,422315.625,2306537.75,758732.0625,-125.3666382,1845.278442,1217.658447,116138.1953,583221.0625,-3157.21875,31.42835426,320.3887329,6180.73584,34718.80469,799.7698975,154.3125,8896.178711,61.54462814,2763.283203,24190.29297,-330.5925903,8957.625,0,0,0,0,0,0,0,0,22867.8418,192.7444458,-438.8604431,-121.7075348,22867.8418,192.7444458,-438.8604431,-121.7075348,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_20-ts_100,Tx34,4,540,120,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13177.65039,18026.78516,8445.552734,423727.5625,2230764,766016.375,-128.1239777,2292.875732,1310.493286,135147.0781,648139.75,-2883.375,-3.197401285,269.2291565,5775.297363,20847.20313,1219.46875,15.22949219,8323.470703,164.0936279,2557.434082,18480.77344,-159.7617188,7999.625,0,0,0,0,0,0,0,0,22813.86133,391.1698608,-451.4031372,-253.6108246,22813.86328,391.1698303,-451.4031372,-253.6108246,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_25-ts_85,Tx34,4,540,120,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15608.75293,19208.58008,8192.976563,424038.4375,2403314.5,585229.875,-134.830719,1403.550171,1194.348877,118840.5313,502854.375,-3327.216797,58.31784439,377.2306213,5962.004395,38010.76563,531.6523438,274.1259766,8688.753906,60.11005783,2830.350586,24474.02344,-338.8955078,7702.5,0,0,0,0,0,0,0,0,23910.5293,-922.2467651,-370.4667053,-117.7980118,23910.5293,-922.2466431,-370.4667053,-117.7980194,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_25-ts_100,Tx34,4,540,120,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13938.27539,18809.64844,7733.788574,420161.8125,2322164.75,595764.375,-137.3266754,1878.835938,1058.675049,139760.3125,578858.25,-2991.34375,-1.94992125,365.1268005,5499.517578,24215.65625,965.0039063,113.5566406,8133.550293,164.3044128,2633.168701,19400.67969,-207.5739746,6514.875,0,0,0,0,0,0,0,0,23874.1543,-709.444397,-419.0909119,-245.5989075,23874.1543,-709.444397,-419.0909119,-245.5989075,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_30-ts_85,Tx34,4,540,120,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16682.19922,20013.38281,7444.619629,421808.0625,2498794,388019.8125,-144.9338837,1023.986267,1531.075684,122109.8359,423619.0938,-3515.056641,86.65696716,442.5541687,5732.934082,41138.65625,262.5057373,387.8388672,8454.375977,58.17636108,2887.532471,24656.94531,-344.9453125,6559.25,0,0,0,0,0,0,0,0,24952.27344,-2035.998657,-302.6771545,-113.5787888,24952.27344,-2035.998657,-302.6771545,-113.5787888,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_30-ts_100,Tx34,4,540,120,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14826.41113,19595.32813,6959.870117,413324.75,2412195,404310.9063,-147.1150818,1564.976929,1361.94397,144887.2969,510715.75,-3114.90625,-0.552065372,463.6820984,5218.956055,27809.28125,709.3398438,206.4375,7921.748535,164.007431,2700.686035,20262.58984,-252.34375,5136.75,0,0,0,0,0,0,0,0,24933.05859,-1807.822754,-387.9619751,-237.2569275,24933.05859,-1807.822754,-387.9619751,-237.2569275,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_35-ts_85,Tx34,4,540,120,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,17879.18164,20809.07617,6645.03418,415551.75,2593039.75,169118.8438,-155.2320709,975.8961792,1921.255615,125887.4453,345649.125,-3706.429688,116.7992935,514.0737305,5500.069336,44151.35938,-7.66015625,933.75,8202.3125,55.60979843,2933.543945,24728.69727,-349.190918,5559.5,0,0,0,0,0,0,0,0,25992.59961,-3148.040771,-235.4433289,-109.0971909,25992.59766,-3148.040771,-235.4433289,-109.0971832,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_100-O_35-ts_100,Tx34,4,540,120,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15835.62305,20372.0957,6144.75293,403253.75,2500861.5,193657.0156,-157.053894,1265.892944,1730.52832,150484.2813,443873.5938,-3240.328125,8.738772392,566.6306763,4939.159668,31305.67188,452.4140625,294.9375,7696.262207,163.0390778,2758.864014,21052.05078,-294.3046875,4431.171875,0,0,0,0,0,0,0,0,25990.43945,-2904.222656,-357.4736328,-228.7252808,25990.43945,-2904.222656,-357.4736328,-228.7252808,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_15-ts_85,Tx34,4,540,132,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13120.02539,17917.40625,10584.72656,452904.4063,2286683.25,1088578.875,-122.9224625,2035.533569,2355.053223,96767.60938,598266.75,-3312.0625,131.1975098,353.0644836,6768.127441,38909.51563,812.8671875,-38.203125,8269.989258,34.21069336,2604.494873,24540.58594,-338.3010864,12464.5,0,0,0,0,0,0,0,0,21964.8418,1120.030273,-518.8423462,-66.01181793,21964.8418,1120.030273,-518.8423462,-66.01181793,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_15-ts_100,Tx34,4,540,132,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12001.02637,17584.79688,10228.91113,461718.3438,2217723.75,1094024.25,-89.28928375,2419.886963,2429.087402,115909.7813,656246.375,-3326.982422,66.31472015,311.0261841,6454.076172,26402.07813,1403.21521,-232.8046875,7869.250488,114.2326279,2432.634521,19774.19922,-197.7712402,11925.5,0,0,0,0,0,0,0,0,21898.47656,1308.257813,-541.5859375,-165.1298218,21898.47656,1308.257813,-541.5859375,-165.1298218,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_20-ts_85,Tx34,4,540,132,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13862.84961,18669.69727,9968.639648,460316.375,2380204.75,935169,-127.2748489,1513.327271,1912.791382,97919.57031,514901,-3396.46875,205.2106628,329.5213318,6563.591309,41381.125,557.7109375,101.7148438,8040.996582,33.49938965,2643.616943,24247.87891,-329.0517578,10259.96875,0,0,0,0,0,0,0,0,22924.98828,65.63206482,-424.4790344,-66.12261963,22924.98633,65.63206482,-424.4790344,-66.12261963,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_20-ts_100,Tx34,4,540,132,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12588.2168,18324.97656,9569.3125,463199.75,2306526,941373.5625,-95.20127869,1948.077759,1970.52002,119156.7578,583097.875,-3448.6875,77.92368317,322.5281372,6191.524902,29450.14844,1127.431519,-106.625,7665.267578,111.9752655,2485.765869,20036.04688,-221.6619873,9636.9375,0,0,0,0,0,0,0,0,22884.57422,252.1007996,-476.7684021,-159.8882599,22884.57422,252.1007996,-476.7683411,-159.8882599,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_25-ts_85,Tx34,4,540,132,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14746.7373,19423.30273,9260.617188,462997.1563,2473632.5,756636.5,-132.8289337,1071.712769,1435.345947,99469.25781,431529.1563,-3517.601563,280.4695435,343.2563171,6350.617188,43934.94531,301.7890625,236.1875,7790.776367,32.03827286,2675.451904,23916.26172,-319.1113281,9137.875,0,0,0,0,0,0,0,0,23884.56445,-985.8091431,-333.3301392,-65.40570068,23884.56445,-985.8091431,-333.3301392,-65.40569305,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_25-ts_100,Tx34,4,540,132,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13322.53027,19068.23633,8831.901367,459813.3438,2395571.25,766140.125,-102.2488556,1530.993286,1482.456055,122672.3906,509743.3125,-3607.15625,94.02926636,372.0166626,5927.943848,32409.4375,852.3591309,13.69140625,7446.671387,108.8533554,2533.113281,20306.15234,-245.1367188,8391.40625,0,0,0,0,0,0,0,0,23867.98633,-796.4703369,-418.0682068,-153.4281464,23867.98633,-796.4703979,-418.0682068,-153.4281464,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_30-ts_85,Tx34,4,540,132,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15754.48242,20180.1543,8484.371094,461942.4375,2565831.5,555007.75,-138.8888245,706.880127,965.5420532,101543.2422,349279.8438,-3652.980469,378.897583,373.3404541,6131.824219,46391.52344,45.05078125,507.5,7523.047852,30.14226341,2697.221924,23497.75977,-307.7968445,8144.28125,0,0,0,0,0,0,0,0,24843.26172,-2036.034302,-242.7728424,-64.43801117,24843.26172,-2036.034302,-242.7728729,-64.43801117,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_30-ts_100,Tx34,4,540,132,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14180.89941,19814.28906,8037.596191,452680.2188,2483356.5,570188.4375,-109.7063141,1186.623047,979.1227417,126654.5391,437498.0625,-3778.091797,123.822403,436.7739563,5663.804688,35359.92188,576.9414063,128.4780273,7214.442871,105.2696533,2571.508057,20505.83789,-266.5800781,7299.375,0,0,0,0,0,0,0,0,24850.18359,-1843.036987,-360.4251099,-146.7037048,24850.18359,-1843.036987,-360.4251404,-146.7037048,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_35-ts_85,Tx34,4,540,132,42,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,16883.54297,20928.31836,7662.598633,457050.8438,2656871,332369.375,-145.1068115,1202.874146,1315.741455,104080.9219,268271.6875,-3790.183594,497.1102295,412.2519531,5913.034668,48779.8125,-212.4453125,2302.25,7245.584961,31.86362839,2708.218262,22987.14844,-295.4599609,7294.375,0,0,0,0,0,0,0,0,25800.64648,-3084.567871,-152.8061829,-63.25450516,25800.64648,-3084.567627,-152.8061829,-63.25449753,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_110-O_35-ts_100,Tx34,4,540,132,42,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,15157.49219,20551.86719,7207.262207,441719.875,2569891.75,355554.0625,-117.2302094,902.3781738,1187.622559,131060.5156,366515.0625,-3949.482422,157.3568268,505.7516479,5403.990723,38489.20313,301.2109375,238.625,6975.472168,101.1824265,2600.316162,20626.16016,-286.1953125,6385.09375,0,0,0,0,0,0,0,0,25830.95703,-2887.652832,-303.4613037,-139.8249817,25830.95703,-2887.652832,-303.4613037,-139.8249817,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_15-ts_85,Tx34,4,540,144,18,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12059.33594,18165.31445,11568.75586,490827.4375,2354727.5,1270027.875,-103.3836441,1747.342896,3066.5896,80654.71875,535717.9375,-3611.351563,522.6160278,358.6281433,6951.945313,43278.57031,609.8209229,-31.4375,7296.542969,15.55986118,2425.180664,23454.63867,-313.8830566,14295.25,0,0,0,0,0,0,0,0,22082.44336,943.40979,-496.5381775,-29.2984314,22082.44336,943.40979,-496.538147,-29.2984314,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_15-ts_100,Tx34,4,540,144,18,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11107.61523,17859.16211,11237.58691,502047.0938,2287380,1274428,-91.7434082,2127.914551,3123.299072,101119.4219,596467.5,-3522.6875,315.6846924,351.7786255,6663.665039,32210.10156,1136.9729,-218.3125,7043.580566,76.80844116,2295.762695,19951.00781,-245.8015747,13970,0,0,0,0,0,0,0,0,22024.49414,1125.35376,-549.5769653,-100.2539673,22024.49414,1125.35376,-549.5769653,-100.2539673,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_20-ts_85,Tx34,4,540,144,24,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12746.1748,18871.9668,10909.2998,499005.625,2444486,1110743.375,-106.9124908,1226.737305,2629.327148,80807.50781,450995.9375,-3692.875,699.6799316,311.6311646,6735.874023,45085.15625,370.5532227,111.5874023,7033.658691,16.46450043,2432.049316,22724.85156,-294.3249207,12198.625,0,0,0,0,0,0,0,0,22968.74414,-49.60945129,-386.138916,-32.97910309,22968.74414,-49.60957336,-386.1389465,-32.97910309,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_20-ts_100,Tx34,4,540,144,24,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,11672.09766,18560.72656,10543.20996,503973.4375,2373387,1116126,-96.21183014,1648.633545,2655.450195,103483.5703,520706.1875,-3600.34375,376.0170593,337.6211548,6400.054199,34780.4375,866.1132813,-86.5,6812.426758,74.30326843,2320.585693,19728.29102,-249.3706055,11700.0625,0,0,0,0,0,0,0,0,22941.22852,121.6964264,-465.0817871,-97.82377625,22941.22852,121.6964264,-465.0817871,-97.82376862,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_25-ts_85,Tx34,4,540,144,30,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13569.41016,19579.79688,10164.09863,502716.5,2534096.75,927040.1875,-111.3695679,792.8122559,2161.286377,81309.5625,366316.0625,-3804.5625,888.6612549,295.5226135,6520.676758,46797.97656,130.4377441,249.75,6757.216309,17.77324486,2431.393555,21959.33203,-274.4511719,10353.25,0,0,0,0,0,0,0,0,23854.99805,-1040.86499,-278.085144,-36.02803802,23854.99609,-1040.86499,-278.085144,-36.02803802,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_25-ts_100,Tx34,4,540,144,30,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,12377.70508,19265.29297,9776.824219,501285.25,2459611,935857.875,-101.6254807,1233.90564,2176.504639,106062.7969,444745.25,-3707.972656,439.4685669,352.9454346,6146.318848,37298.48438,595.2709961,40.40917969,6573.022949,70.994133,2338.935547,19489.25391,-252.7637939,9741.125,0,0,0,0,0,0,0,0,23856.30078,-876.5944824,-385.2633362,-94.42388153,23856.29688,-876.5944824,-385.2633362,-94.42389679,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_30-ts_85,Tx34,4,540,144,36,8.5,8.5,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,14514.34277,20290.7793,9357.121094,502902.9375,2622539.75,721028.4375,-116.2082291,622.9307251,1675.420776,82378.17969,282744.5,-3927.333984,1099.09021,299.7115784,6308.470215,48429.72656,-110.2366943,1858.125,6470.980469,22.53743362,2421.469971,21132.24023,-253.8413086,8807.625,0,0,0,0,0,0,0,0,24740.42578,-2030.935791,-170.5930176,-38.87915039,24740.42578,-2030.935791,-170.5930176,-38.87915039,0,0,0,0,0,0,0,0
Tx34-L_45-Nb_4-S_120-O_30-ts_100,Tx34,4,540,144,36,10,10,4000,7000,Yes,No,20,20,1.5,1.5,4.166666667,4.166666667,13204.42773,19972.61328,8959.490234,495034.0625,2544668,735527.625,-107.3599014,878.3460693,1685.318237,109065.4844,369864.3125,-3824.900391,515.8095093,388.7622681,5895.62207,39757.14063,324.21875,162.0625,6326.784668,67.28445435,2348.622803,19186.83984,-254.868103,8411.625,0,0,0,0,0,0,0,0,24770.29297,-1873.067261,-306.3928833,-90.81454468,24770.29492,-1873.067261,-306.3928833,-90.81454468,0,0,0,0,0,0,0,0
